,game_date,game_id,home_name,away_name,total_goals,final_goal_diff,streak_changes,max_streak,last_streak,lead_changes,tied_not_led,max_winner_lead,max_loser_lead
19475,2023-10-19,2023020058,Winnipeg Jets,Vegas Golden Knights,0.7932142857142858,0.4907142857142857,0.6185714285714285,0.5682142857142857,0.5575,0.7396428571428572,0.74,0.37785714285714284,0.7346428571428572
19769,2023-10-20,2023020063,Columbus Blue Jackets,Calgary Flames,0.18428571428571427,0.4907142857142857,0.3985714285714286,0.23142857142857143,0.2175,0.2910714285714286,0.29214285714285715,0.37785714285714284,0.2910714285714286
20081,2023-10-20,2023020064,New York Islanders,New Jersey Devils,0.88,0.22428571428571428,0.9889285714285714,0.23142857142857143,0.2175,0.7396428571428572,0.9925,0.12392857142857143,0.7346428571428572
20388,2023-10-21,2023020066,Arizona Coyotes,Anaheim Ducks,0.08714285714285715,0.22428571428571428,0.1875,0.23142857142857143,0.2175,0.2910714285714286,0.29214285714285715,0.37785714285714284,0.2910714285714286
20730,2023-10-21,2023020079,Los Angeles Kings,Boston Bruins,0.49892857142857144,0.4907142857142857,0.6185714285714285,0.5682142857142857,0.2175,0.2910714285714286,0.74,0.6471428571428571,0.2910714285714286
21055,2023-10-21,2023020067,Buffalo Sabres,New York Islanders,0.18428571428571427,0.4907142857142857,0.1875,0.5682142857142857,0.2175,0.2910714285714286,0.29214285714285715,0.6471428571428571,0.2910714285714286
21331,2023-10-21,2023020076,Colorado Avalanche,Carolina Hurricanes,0.9403571428571429,0.4907142857142857,0.7967857142857143,0.8207142857142857,0.2175,0.9896428571428572,0.29214285714285715,0.6471428571428571,0.7346428571428572
21632,2023-10-21,2023020071,Chicago Blackhawks,Vegas Golden Knights,0.7932142857142858,0.4907142857142857,0.7967857142857143,0.5682142857142857,0.2175,0.7396428571428572,0.74,0.6471428571428571,0.7346428571428572
21959,2023-10-21,2023020073,Minnesota Wild,Columbus Blue Jackets,0.88,0.22428571428571428,0.7967857142857143,0.5682142857142857,0.2175,0.9385714285714286,0.74,0.37785714285714284,0.7346428571428572
22288,2023-10-21,2023020072,Dallas Stars,Philadelphia Flyers,0.88,0.22428571428571428,0.7967857142857143,0.23142857142857143,0.2175,0.2910714285714286,0.9407142857142857,0.37785714285714284,0.2910714285714286
22593,2023-10-21,2023020065,Ottawa Senators,Detroit Red Wings,0.66,0.7139285714285715,0.3985714285714286,0.9392857142857143,0.2175,0.7396428571428572,0.29214285714285715,0.8514285714285714,0.7346428571428572
22935,2023-10-21,2023020077,Edmonton Oilers,Winnipeg Jets,0.33321428571428574,0.22428571428571428,0.1875,0.5682142857142857,0.7653571428571428,0.7396428571428572,0.29214285714285715,0.12392857142857143,0.9332142857142857
23240,2023-10-21,2023020068,Florida Panthers,Vancouver Canucks,0.7932142857142858,0.4907142857142857,0.7967857142857143,0.23142857142857143,0.5575,0.2910714285714286,0.9407142857142857,0.37785714285714284,0.2910714285714286
23556,2023-10-21,2023020069,Montreal Canadiens,Washington Capitals,0.33321428571428574,0.22428571428571428,0.3985714285714286,0.23142857142857143,0.2175,0.2910714285714286,0.74,0.37785714285714284,0.2910714285714286
23859,2023-10-21,2023020074,Nashville Predators,San Jose Sharks,0.49892857142857144,0.8864285714285715,0.3985714285714286,0.8207142857142857,0.2175,0.2910714285714286,0.29214285714285715,0.8514285714285714,0.2910714285714286
24138,2023-10-21,2023020078,Seattle Kraken,New York Rangers,0.33321428571428574,0.7139285714285715,0.1875,0.8207142857142857,0.8939285714285714,0.7396428571428572,0.29214285714285715,0.6471428571428571,0.7346428571428572
24423,2023-10-21,2023020075,St. Louis Blues,Pittsburgh Penguins,0.49892857142857144,0.4907142857142857,0.6185714285714285,0.5682142857142857,0.2175,0.2910714285714286,0.74,0.6471428571428571,0.2910714285714286
24736,2023-10-21,2023020070,Tampa Bay Lightning,Toronto Maple Leafs,0.66,0.22428571428571428,0.3985714285714286,0.5682142857142857,0.7653571428571428,0.9385714285714286,0.29214285714285715,0.12392857142857143,0.9332142857142857
25022,2023-10-22,2023020081,Anaheim Ducks,Boston Bruins,0.18428571428571427,0.4907142857142857,0.1875,0.5682142857142857,0.7653571428571428,0.7396428571428572,0.29214285714285715,0.37785714285714284,0.7346428571428572
25293,2023-10-22,2023020080,Detroit Red Wings,Calgary Flames,0.7932142857142858,0.8864285714285715,0.7967857142857143,0.5682142857142857,0.5575,0.2910714285714286,0.29214285714285715,0.8514285714285714,0.2910714285714286
25599,2023-10-23,2023020082,Buffalo Sabres,Montreal Canadiens,0.18428571428571427,0.4907142857142857,0.3985714285714286,0.23142857142857143,0.5575,0.2910714285714286,0.74,0.37785714285714284,0.2910714285714286
25898,2023-10-24,2023020084,Columbus Blue Jackets,Anaheim Ducks,0.33321428571428574,0.22428571428571428,0.6185714285714285,0.23142857142857143,0.5575,0.7396428571428572,0.74,0.12392857142857143,0.7346428571428572
26209,2023-10-24,2023020097,Los Angeles Kings,Arizona Coyotes,0.88,0.7139285714285715,0.9153571428571429,0.5682142857142857,0.5575,0.7396428571428572,0.29214285714285715,0.6471428571428571,0.7346428571428572
26513,2023-10-24,2023020092,Chicago Blackhawks,Boston Bruins,0.08714285714285715,0.7139285714285715,0.05357142857142857,0.5682142857142857,0.7653571428571428,0.2910714285714286,0.29214285714285715,0.6471428571428571,0.2910714285714286
26825,2023-10-24,2023020085,Ottawa Senators,Buffalo Sabres,0.9403571428571429,0.4907142857142857,0.7967857142857143,0.5682142857142857,0.2175,0.2910714285714286,0.29214285714285715,0.8514285714285714,0.2910714285714286
27073,2023-10-24,2023020096,Calgary Flames,New York Rangers,0.18428571428571427,0.4907142857142857,0.1875,0.5682142857142857,0.7653571428571428,0.7396428571428572,0.29214285714285715,0.37785714285714284,0.7346428571428572
27332,2023-10-24,2023020086,Tampa Bay Lightning,Carolina Hurricanes,0.08714285714285715,0.7139285714285715,0.05357142857142857,0.5682142857142857,0.7653571428571428,0.2910714285714286,0.29214285714285715,0.6471428571428571,0.2910714285714286
27645,2023-10-24,2023020090,New York Islanders,Colorado Avalanche,0.9707142857142858,0.7139285714285715,0.9639285714285715,0.5682142857142857,0.7653571428571428,0.9385714285714286,0.9407142857142857,0.6471428571428571,0.7346428571428572
27969,2023-10-24,2023020088,Pittsburgh Penguins,Dallas Stars,0.33321428571428574,0.7139285714285715,0.1875,0.8207142857142857,0.8939285714285714,0.7396428571428572,0.29214285714285715,0.6471428571428571,0.7346428571428572
28294,2023-10-24,2023020091,Detroit Red Wings,Seattle Kraken,0.88,0.22428571428571428,0.6185714285714285,0.5682142857142857,0.5575,0.9896428571428572,0.29214285714285715,0.37785714285714284,0.7346428571428572
28588,2023-10-24,2023020094,Minnesota Wild,Edmonton Oilers,0.9707142857142858,0.7139285714285715,0.9889285714285714,0.5682142857142857,0.5575,0.7396428571428572,0.9407142857142857,0.6471428571428571,0.7346428571428572
28885,2023-10-24,2023020089,Florida Panthers,San Jose Sharks,0.18428571428571427,0.4907142857142857,0.1875,0.5682142857142857,0.7653571428571428,0.7396428571428572,0.29214285714285715,0.37785714285714284,0.7346428571428572
29216,2023-10-24,2023020087,Montreal Canadiens,New Jersey Devils,0.66,0.7139285714285715,0.6185714285714285,0.8207142857142857,0.2175,0.7396428571428572,0.29214285714285715,0.6471428571428571,0.7346428571428572
29497,2023-10-24,2023020095,Nashville Predators,Vancouver Canucks,0.33321428571428574,0.22428571428571428,0.6185714285714285,0.23142857142857143,0.2175,0.2910714285714286,0.74,0.37785714285714284,0.2910714285714286
29813,2023-10-24,2023020098,Vegas Golden Knights,Philadelphia Flyers,0.33321428571428574,0.22428571428571428,0.3985714285714286,0.23142857142857143,0.5575,0.9385714285714286,0.29214285714285715,0.12392857142857143,0.7346428571428572
30080,2023-10-24,2023020093,Winnipeg Jets,St. Louis Blues,0.49892857142857144,0.4907142857142857,0.7967857142857143,0.23142857142857143,0.2175,0.2910714285714286,0.29214285714285715,0.37785714285714284,0.2910714285714286
30333,2023-10-24,2023020083,Washington Capitals,Toronto Maple Leafs,0.33321428571428574,0.7139285714285715,0.1875,0.8207142857142857,0.2175,0.2910714285714286,0.29214285714285715,0.8514285714285714,0.2910714285714286
30614,2023-10-25,2023020099,New Jersey Devils,Washington Capitals,0.9403571428571429,0.4907142857142857,0.3985714285714286,0.8207142857142857,0.7653571428571428,0.9385714285714286,0.29214285714285715,0.6471428571428571,0.7346428571428572
30941,2023-10-26,2023020100,Boston Bruins,Anaheim Ducks,0.66,0.22428571428571428,0.3985714285714286,0.5682142857142857,0.7653571428571428,0.9385714285714286,0.29214285714285715,0.12392857142857143,0.9332142857142857
31242,2023-10-26,2023020109,Calgary Flames,St. Louis Blues,0.08714285714285715,0.7139285714285715,0.05357142857142857,0.5682142857142857,0.7653571428571428,0.2910714285714286,0.29214285714285715,0.6471428571428571,0.2910714285714286
31590,2023-10-26,2023020101,Carolina Hurricanes,Seattle Kraken,0.33321428571428574,0.22428571428571428,0.1875,0.5682142857142857,0.7653571428571428,0.7396428571428572,0.29214285714285715,0.12392857142857143,0.9332142857142857
31889,2023-10-26,2023020105,Pittsburgh Penguins,Colorado Avalanche,0.18428571428571427,0.8864285714285715,0.05357142857142857,0.8207142857142857,0.8939285714285714,0.2910714285714286,0.29214285714285715,0.8514285714285714,0.2910714285714286
32221,2023-10-26,2023020103,Montreal Canadiens,Columbus Blue Jackets,0.66,0.22428571428571428,0.6185714285714285,0.5682142857142857,0.7653571428571428,0.7396428571428572,0.29214285714285715,0.12392857142857143,0.9332142857142857
32522,2023-10-26,2023020108,Dallas Stars,Toronto Maple Leafs,0.33321428571428574,0.7139285714285715,0.3985714285714286,0.5682142857142857,0.7653571428571428,0.2910714285714286,0.74,0.6471428571428571,0.2910714285714286
32805,2023-10-26,2023020102,Detroit Red Wings,Winnipeg Jets,0.33321428571428574,0.7139285714285715,0.3985714285714286,0.23142857142857143,0.5575,0.2910714285714286,0.29214285714285715,0.6471428571428571,0.2910714285714286
33110,2023-10-26,2023020110,Edmonton Oilers,New York Rangers,0.08714285714285715,0.7139285714285715,0.05357142857142857,0.5682142857142857,0.7653571428571428,0.2910714285714286,0.29214285714285715,0.6471428571428571,0.2910714285714286
33392,2023-10-26,2023020104,Philadelphia Flyers,Minnesota Wild,0.7932142857142858,0.8864285714285715,0.3985714285714286,0.5682142857142857,0.7653571428571428,0.2910714285714286,0.29214285714285715,0.8514285714285714,0.2910714285714286
33752,2023-10-26,2023020107,New York Islanders,Ottawa Senators,0.33321428571428574,0.22428571428571428,0.3985714285714286,0.23142857142857143,0.2175,0.2910714285714286,0.74,0.37785714285714284,0.2910714285714286
34034,2023-10-26,2023020106,Tampa Bay Lightning,San Jose Sharks,0.49892857142857144,0.9821428571428571,0.05357142857142857,0.9810714285714286,0.9871428571428571,0.2910714285714286,0.29214285714285715,0.9785714285714285,0.2910714285714286
34354,2023-10-27,2023020115,Arizona Coyotes,Los Angeles Kings,0.88,0.22428571428571428,0.6185714285714285,0.8207142857142857,0.8939285714285714,0.7396428571428572,0.74,0.12392857142857143,0.9882142857142857
34630,2023-10-27,2023020113,New Jersey Devils,Buffalo Sabres,0.88,0.22428571428571428,0.9889285714285714,0.23142857142857143,0.2175,0.7396428571428572,0.9925,0.12392857142857143,0.7346428571428572
34960,2023-10-27,2023020112,Carolina Hurricanes,San Jose Sharks,0.08714285714285715,0.7139285714285715,0.05357142857142857,0.5682142857142857,0.7653571428571428,0.2910714285714286,0.29214285714285715,0.6471428571428571,0.2910714285714286
35247,2023-10-27,2023020111,Vegas Golden Knights,Chicago Blackhawks,0.66,0.22428571428571428,0.6185714285714285,0.5682142857142857,0.2175,0.7396428571428572,0.74,0.12392857142857143,0.9332142857142857
35576,2023-10-27,2023020114,Washington Capitals,Minnesota Wild,0.18428571428571427,0.029642857142857144,0.6185714285714285,0.23142857142857143,0.2175,0.7396428571428572,0.74,0.12392857142857143,0.7346428571428572
35852,2023-10-27,2023020116,Vancouver Canucks,St. Louis Blues,0.33321428571428574,0.9564285714285714,0.05357142857142857,0.9392857142857143,0.9592857142857143,0.2910714285714286,0.29214285714285715,0.9435714285714286,0.2910714285714286
36145,2023-10-28,2023020117,Philadelphia Flyers,Anaheim Ducks,0.9707142857142858,0.7139285714285715,0.9153571428571429,0.8207142857142857,0.2175,0.2910714285714286,0.29214285714285715,0.8514285714285714,0.2910714285714286
36433,2023-10-28,2023020119,Boston Bruins,Detroit Red Wings,0.33321428571428574,0.7139285714285715,0.3985714285714286,0.23142857142857143,0.5575,0.2910714285714286,0.29214285714285715,0.6471428571428571,0.2910714285714286
36699,2023-10-28,2023020120,Columbus Blue Jackets,New York Islanders,0.026785714285714284,0.4907142857142857,0.05357142857142857,0.23142857142857143,0.5575,0.2910714285714286,0.29214285714285715,0.37785714285714284,0.2910714285714286
37017,2023-10-28,2023020118,Florida Panthers,Seattle Kraken,0.33321428571428574,0.22428571428571428,0.1875,0.5682142857142857,0.7653571428571428,0.7396428571428572,0.29214285714285715,0.12392857142857143,0.9332142857142857
37360,2023-10-28,2023020125,Los Angeles Kings,Vegas Golden Knights,0.49892857142857144,0.029642857142857144,0.6185714285714285,0.5682142857142857,0.2175,0.7396428571428572,0.74,0.12392857142857143,0.9332142857142857
37675,2023-10-28,2023020121,Montreal Canadiens,Winnipeg Jets,0.49892857142857144,0.029642857142857144,0.6185714285714285,0.5682142857142857,0.7653571428571428,0.7396428571428572,0.74,0.12392857142857143,0.9332142857142857
38002,2023-10-28,2023020122,Nashville Predators,Toronto Maple Leafs,0.33321428571428574,0.22428571428571428,0.6185714285714285,0.23142857142857143,0.5575,0.7396428571428572,0.74,0.12392857142857143,0.7346428571428572
38296,2023-10-28,2023020124,Vancouver Canucks,New York Rangers,0.66,0.22428571428571428,0.7967857142857143,0.23142857142857143,0.2175,0.9385714285714286,0.74,0.12392857142857143,0.7346428571428572
