,game_date,game_id,home_name,away_name,total_goals,final_goal_diff,streak_changes,max_streak,last_streak,lead_changes,tied_not_led,max_winner_lead,max_loser_lead
332,2023-10-10,2023020002,Pittsburgh Penguins,Chicago Blackhawks,6,2,1,4,4,1,0,2,2
651,2023-10-10,2023020001,Tampa Bay Lightning,Nashville Predators,8,2,4,2,2,2,1,2,1
967,2023-10-10,2023020003,Vegas Golden Knights,Seattle Kraken,5,3,2,3,1,0,0,3,0
1252,2023-10-11,2023020006,Boston Bruins,Chicago Blackhawks,4,2,1,3,3,1,0,2,1
1597,2023-10-11,2023020007,Calgary Flames,Winnipeg Jets,8,2,6,2,2,0,3,2,0
1946,2023-10-11,2023020004,Carolina Hurricanes,Ottawa Senators,8,2,3,3,2,1,1,2,1
2287,2023-10-11,2023020008,Los Angeles Kings,Colorado Avalanche,7,3,2,3,2,0,0,3,0
2585,2023-10-11,2023020009,Vancouver Canucks,Edmonton Oilers,9,7,2,4,4,0,0,7,0
2942,2023-10-11,2023020005,Toronto Maple Leafs,Montreal Canadiens,10,0,3,3,3,3,0,1,2
3241,2023-10-12,2023020010,Buffalo Sabres,New York Rangers,6,4,2,3,2,0,0,4,0
3545,2023-10-12,2023020011,Columbus Blue Jackets,Philadelphia Flyers,6,2,4,2,1,0,1,2,0
3884,2023-10-12,2023020013,Dallas Stars,St. Louis Blues,2,0,4,1,1,0,2,1,0
4235,2023-10-12,2023020012,New Jersey Devils,Detroit Red Wings,7,1,4,2,1,1,1,2,1
4552,2023-10-12,2023020014,Minnesota Wild,Florida Panthers,2,2,0,2,2,0,0,2,0
4866,2023-10-12,2023020015,Nashville Predators,Seattle Kraken,3,3,0,3,3,0,0,3,0
5151,2023-10-12,2023020016,San Jose Sharks,Vegas Golden Knights,5,3,2,3,3,0,1,3,0
5471,2023-10-13,2023020017,New Jersey Devils,Arizona Coyotes,6,0,2,3,3,2,0,2,1
5803,2023-10-13,2023020018,Washington Capitals,Pittsburgh Penguins,4,4,0,4,4,0,0,4,0
6123,2023-10-14,2023020031,Vegas Golden Knights,Anaheim Ducks,5,3,2,3,1,0,0,3,0
6473,2023-10-14,2023020021,Boston Bruins,Nashville Predators,5,1,3,2,1,1,1,1,1
6814,2023-10-14,2023020027,New York Islanders,Buffalo Sabres,5,1,2,2,1,0,1,2,0
7123,2023-10-14,2023020025,Pittsburgh Penguins,Calgary Flames,7,3,3,4,1,1,0,3,1
7460,2023-10-14,2023020032,Los Angeles Kings,Carolina Hurricanes,10,0,8,4,2,2,1,3,1
7767,2023-10-14,2023020024,Montreal Canadiens,Chicago Blackhawks,5,1,1,3,2,0,0,3,0
8143,2023-10-14,2023020030,San Jose Sharks,Colorado Avalanche,2,0,1,2,2,1,0,1,1
8448,2023-10-14,2023020022,Columbus Blue Jackets,New York Rangers,8,2,4,4,1,1,0,3,1
8726,2023-10-14,2023020023,Detroit Red Wings,Tampa Bay Lightning,10,2,6,2,1,2,1,2,1
9085,2023-10-14,2023020029,Edmonton Oilers,Vancouver Canucks,7,1,5,2,1,1,2,1,1
9408,2023-10-14,2023020020,Winnipeg Jets,Florida Panthers,10,2,4,4,1,2,0,3,1
9761,2023-10-14,2023020026,Toronto Maple Leafs,Minnesota Wild,11,3,4,4,1,1,0,4,1
10064,2023-10-14,2023020019,Ottawa Senators,Philadelphia Flyers,7,3,4,2,2,0,0,3,0
10382,2023-10-14,2023020028,St. Louis Blues,Seattle Kraken,2,0,1,2,2,1,0,1,1
10676,2023-10-15,2023020034,Anaheim Ducks,Carolina Hurricanes,9,3,4,3,2,0,0,3,0
10971,2023-10-15,2023020033,Ottawa Senators,Tampa Bay Lightning,7,3,4,3,3,0,2,3,0
11264,2023-10-16,2023020037,New York Rangers,Arizona Coyotes,3,1,2,1,1,0,1,1,0
11599,2023-10-16,2023020039,Washington Capitals,Calgary Flames,4,0,1,3,3,1,0,1,2
11974,2023-10-16,2023020038,Toronto Maple Leafs,Chicago Blackhawks,5,3,2,3,3,0,1,3,0
12230,2023-10-16,2023020035,Columbus Blue Jackets,Detroit Red Wings,4,4,0,4,4,0,0,4,0
12555,2023-10-16,2023020036,New Jersey Devils,Florida Panthers,7,1,1,4,3,0,0,4,0
12841,2023-10-17,2023020043,New York Islanders,Arizona Coyotes,1,1,0,1,1,0,0,1,0
13126,2023-10-17,2023020040,Buffalo Sabres,Tampa Bay Lightning,5,1,2,2,1,0,1,2,0
13428,2023-10-17,2023020047,San Jose Sharks,Carolina Hurricanes,9,3,3,4,4,3,0,3,1
13738,2023-10-17,2023020046,Seattle Kraken,Colorado Avalanche,5,3,1,4,4,1,0,3,1
14094,2023-10-17,2023020048,Vegas Golden Knights,Dallas Stars,4,0,5,2,1,1,2,1,1
14436,2023-10-17,2023020044,Nashville Predators,Edmonton Oilers,7,5,2,4,2,0,0,5,0
14731,2023-10-17,2023020045,Winnipeg Jets,Los Angeles Kings,6,4,1,5,1,0,0,5,0
15044,2023-10-17,2023020041,Montreal Canadiens,Minnesota Wild,7,3,3,3,1,0,0,4,0
15330,2023-10-17,2023020042,Philadelphia Flyers,Vancouver Canucks,2,2,0,2,2,0,0,2,0
15613,2023-10-18,2023020050,Detroit Red Wings,Pittsburgh Penguins,9,3,3,4,2,1,0,3,1
15886,2023-10-18,2023020049,Ottawa Senators,Washington Capitals,7,5,2,4,4,0,0,5,0
16167,2023-10-19,2023020059,Anaheim Ducks,Dallas Stars,5,1,3,2,1,1,1,1,1
16499,2023-10-19,2023020057,St. Louis Blues,Arizona Coyotes,8,4,4,3,1,0,0,4,0
16795,2023-10-19,2023020062,San Jose Sharks,Boston Bruins,4,2,1,3,1,0,0,3,0
17123,2023-10-19,2023020051,Buffalo Sabres,Calgary Flames,7,1,6,1,1,0,3,1,0
17437,2023-10-19,2023020060,Seattle Kraken,Carolina Hurricanes,11,3,6,3,1,0,1,3,0
17693,2023-10-19,2023020061,Colorado Avalanche,Chicago Blackhawks,4,4,0,4,4,0,0,4,0
17980,2023-10-19,2023020054,Philadelphia Flyers,Edmonton Oilers,5,3,2,2,2,0,0,3,0
18319,2023-10-19,2023020052,Florida Panthers,Toronto Maple Leafs,4,2,2,2,1,0,0,2,0
18619,2023-10-19,2023020056,Minnesota Wild,Los Angeles Kings,10,4,4,4,2,2,0,4,1
18889,2023-10-19,2023020053,New York Rangers,Nashville Predators,5,3,1,4,1,0,0,4,0
19169,2023-10-19,2023020055,Tampa Bay Lightning,Vancouver Canucks,7,1,3,3,1,2,0,2,1
19475,2023-10-19,2023020058,Winnipeg Jets,Vegas Golden Knights,8,2,3,3,2,1,1,2,1
19769,2023-10-20,2023020063,Columbus Blue Jackets,Calgary Flames,4,2,2,2,1,0,0,2,0
20081,2023-10-20,2023020064,New York Islanders,New Jersey Devils,9,1,7,2,1,1,3,1,1
20388,2023-10-21,2023020066,Arizona Coyotes,Anaheim Ducks,3,1,1,2,1,0,0,2,0
20730,2023-10-21,2023020079,Los Angeles Kings,Boston Bruins,6,2,3,3,1,0,1,3,0
21055,2023-10-21,2023020067,Buffalo Sabres,New York Islanders,4,2,1,3,1,0,0,3,0
21331,2023-10-21,2023020076,Colorado Avalanche,Carolina Hurricanes,10,2,4,4,1,3,0,3,1
21632,2023-10-21,2023020071,Chicago Blackhawks,Vegas Golden Knights,8,2,4,3,1,1,1,3,1
21959,2023-10-21,2023020073,Minnesota Wild,Columbus Blue Jackets,9,1,4,3,1,2,1,2,1
22288,2023-10-21,2023020072,Dallas Stars,Philadelphia Flyers,9,1,4,2,1,0,2,2,0
22593,2023-10-21,2023020065,Ottawa Senators,Detroit Red Wings,7,3,2,5,1,1,0,4,1
22935,2023-10-21,2023020077,Edmonton Oilers,Winnipeg Jets,5,1,1,3,3,1,0,1,2
23240,2023-10-21,2023020068,Florida Panthers,Vancouver Canucks,8,2,4,2,2,0,2,2,0
23556,2023-10-21,2023020069,Montreal Canadiens,Washington Capitals,5,1,2,2,1,0,1,2,0
23859,2023-10-21,2023020074,Nashville Predators,San Jose Sharks,6,4,2,4,1,0,0,4,0
24138,2023-10-21,2023020078,Seattle Kraken,New York Rangers,5,3,1,4,4,1,0,3,1
24423,2023-10-21,2023020075,St. Louis Blues,Pittsburgh Penguins,6,2,3,3,1,0,1,3,0
24736,2023-10-21,2023020070,Tampa Bay Lightning,Toronto Maple Leafs,7,1,2,3,3,2,0,1,2
25022,2023-10-22,2023020081,Anaheim Ducks,Boston Bruins,4,2,1,3,3,1,0,2,1
25293,2023-10-22,2023020080,Detroit Red Wings,Calgary Flames,8,4,4,3,2,0,0,4,0
25599,2023-10-23,2023020082,Buffalo Sabres,Montreal Canadiens,4,2,2,2,2,0,1,2,0
25898,2023-10-24,2023020084,Columbus Blue Jackets,Anaheim Ducks,5,1,3,2,2,1,1,1,1
26209,2023-10-24,2023020097,Los Angeles Kings,Arizona Coyotes,9,3,5,3,2,1,0,3,1
26513,2023-10-24,2023020092,Chicago Blackhawks,Boston Bruins,3,3,0,3,3,0,0,3,0
26825,2023-10-24,2023020085,Ottawa Senators,Buffalo Sabres,10,2,4,3,1,0,0,4,0
27073,2023-10-24,2023020096,Calgary Flames,New York Rangers,4,2,1,3,3,1,0,2,1
27332,2023-10-24,2023020086,Tampa Bay Lightning,Carolina Hurricanes,3,3,0,3,3,0,0,3,0
27645,2023-10-24,2023020090,New York Islanders,Colorado Avalanche,11,3,6,3,3,2,2,3,1
27969,2023-10-24,2023020088,Pittsburgh Penguins,Dallas Stars,5,3,1,4,4,1,0,3,1
28294,2023-10-24,2023020091,Detroit Red Wings,Seattle Kraken,9,1,3,3,2,3,0,2,1
28588,2023-10-24,2023020094,Minnesota Wild,Edmonton Oilers,11,3,7,3,2,1,2,3,1
28885,2023-10-24,2023020089,Florida Panthers,San Jose Sharks,4,2,1,3,3,1,0,2,1
29216,2023-10-24,2023020087,Montreal Canadiens,New Jersey Devils,7,3,3,4,1,1,0,3,1
29497,2023-10-24,2023020095,Nashville Predators,Vancouver Canucks,5,1,3,2,1,0,1,2,0
29813,2023-10-24,2023020098,Vegas Golden Knights,Philadelphia Flyers,5,1,2,2,2,2,0,1,1
30080,2023-10-24,2023020093,Winnipeg Jets,St. Louis Blues,6,2,4,2,1,0,0,2,0
30333,2023-10-24,2023020083,Washington Capitals,Toronto Maple Leafs,5,3,1,4,1,0,0,4,0
30614,2023-10-25,2023020099,New Jersey Devils,Washington Capitals,10,2,2,4,3,2,0,3,1
30941,2023-10-26,2023020100,Boston Bruins,Anaheim Ducks,7,1,2,3,3,2,0,1,2
31242,2023-10-26,2023020109,Calgary Flames,St. Louis Blues,3,3,0,3,3,0,0,3,0
31590,2023-10-26,2023020101,Carolina Hurricanes,Seattle Kraken,5,1,1,3,3,1,0,1,2
31889,2023-10-26,2023020105,Pittsburgh Penguins,Colorado Avalanche,4,4,0,4,4,0,0,4,0
32221,2023-10-26,2023020103,Montreal Canadiens,Columbus Blue Jackets,7,1,3,3,3,1,0,1,2
32522,2023-10-26,2023020108,Dallas Stars,Toronto Maple Leafs,5,3,2,3,3,0,1,3,0
32805,2023-10-26,2023020102,Detroit Red Wings,Winnipeg Jets,5,3,2,2,2,0,0,3,0
33110,2023-10-26,2023020110,Edmonton Oilers,New York Rangers,3,3,0,3,3,0,0,3,0
33392,2023-10-26,2023020104,Philadelphia Flyers,Minnesota Wild,8,4,2,3,3,0,0,4,0
33752,2023-10-26,2023020107,New York Islanders,Ottawa Senators,5,1,2,2,1,0,1,2,0
34034,2023-10-26,2023020106,Tampa Bay Lightning,San Jose Sharks,6,6,0,6,6,0,0,6,0
34354,2023-10-27,2023020115,Arizona Coyotes,Los Angeles Kings,9,1,3,4,4,1,1,1,3
34630,2023-10-27,2023020113,New Jersey Devils,Buffalo Sabres,9,1,7,2,1,1,3,1,1
34960,2023-10-27,2023020112,Carolina Hurricanes,San Jose Sharks,3,3,0,3,3,0,0,3,0
35247,2023-10-27,2023020111,Vegas Golden Knights,Chicago Blackhawks,7,1,3,3,1,1,1,1,2
35576,2023-10-27,2023020114,Washington Capitals,Minnesota Wild,4,0,3,2,1,1,1,1,1
35852,2023-10-27,2023020116,Vancouver Canucks,St. Louis Blues,5,5,0,5,5,0,0,5,0
36145,2023-10-28,2023020117,Philadelphia Flyers,Anaheim Ducks,11,3,5,4,1,0,0,4,0
36433,2023-10-28,2023020119,Boston Bruins,Detroit Red Wings,5,3,2,2,2,0,0,3,0
36699,2023-10-28,2023020120,Columbus Blue Jackets,New York Islanders,2,2,0,2,2,0,0,2,0
37017,2023-10-28,2023020118,Florida Panthers,Seattle Kraken,5,1,1,3,3,1,0,1,2
37360,2023-10-28,2023020125,Los Angeles Kings,Vegas Golden Knights,6,0,3,3,1,1,1,1,2
37675,2023-10-28,2023020121,Montreal Canadiens,Winnipeg Jets,6,0,3,3,3,1,1,1,2
38002,2023-10-28,2023020122,Nashville Predators,Toronto Maple Leafs,5,1,3,2,2,1,1,1,1
38296,2023-10-28,2023020124,Vancouver Canucks,New York Rangers,7,1,4,2,1,2,1,1,1
38609,2023-10-28,2023020123,Pittsburgh Penguins,Ottawa Senators,7,3,3,3,1,0,0,4,0
38895,2023-10-29,2023020126,Buffalo Sabres,Colorado Avalanche,4,4,0,4,4,0,0,4,0
39232,2023-10-29,2023020129,Edmonton Oilers,Calgary Flames,7,3,4,2,2,0,0,3,0
39492,2023-10-29,2023020127,New Jersey Devils,Minnesota Wild,7,1,3,3,1,2,0,2,1
39835,2023-10-29,2023020128,Washington Capitals,San Jose Sharks,4,2,1,3,3,1,0,2,1
40147,2023-10-30,2023020132,Pittsburgh Penguins,Anaheim Ducks,7,1,3,2,2,3,0,1,1
40463,2023-10-30,2023020137,Arizona Coyotes,Chicago Blackhawks,9,7,1,8,8,1,0,7,1
40774,2023-10-30,2023020130,Boston Bruins,Florida Panthers,5,1,1,3,3,1,0,1,2
41049,2023-10-30,2023020131,Philadelphia Flyers,Carolina Hurricanes,5,1,2,2,2,2,0,1,1
41346,2023-10-30,2023020136,Dallas Stars,Columbus Blue Jackets,8,2,3,4,1,2,0,3,1
41673,2023-10-30,2023020134,New York Islanders,Detroit Red Wings,7,1,3,3,1,1,1,1,2
42028,2023-10-30,2023020138,Vegas Golden Knights,Montreal Canadiens,4,0,4,2,2,2,1,1,1
42329,2023-10-30,2023020135,Winnipeg Jets,New York Rangers,5,1,2,2,2,2,0,1,1
42633,2023-10-30,2023020133,Tampa Bay Lightning,Seattle Kraken,7,1,4,2,1,0,1,2,0
42934,2023-10-31,2023020139,Toronto Maple Leafs,Los Angeles Kings,5,3,2,3,1,0,0,3,0
43202,2023-10-31,2023020140,Vancouver Canucks,Nashville Predators,7,3,2,4,4,2,0,3,1
43486,2023-11-01,2023020144,Anaheim Ducks,Arizona Coyotes,7,1,2,3,2,2,0,2,1
43788,2023-11-01,2023020141,Philadelphia Flyers,Buffalo Sabres,7,3,3,3,3,1,1,3,1
44130,2023-11-01,2023020142,Calgary Flames,Dallas Stars,7,1,4,3,1,1,1,2,1
44431,2023-11-01,2023020143,Colorado Avalanche,St. Louis Blues,5,3,2,2,2,0,0,3,0
44749,2023-11-02,2023020153,Arizona Coyotes,Montreal Canadiens,5,1,4,1,1,0,2,1,0
45105,2023-11-02,2023020145,Boston Bruins,Toronto Maple Leafs,4,0,2,2,2,0,1,2,0
45394,2023-11-02,2023020148,New York Rangers,Carolina Hurricanes,3,1,2,1,1,0,1,1,0
45701,2023-11-02,2023020146,Columbus Blue Jackets,Tampa Bay Lightning,6,2,2,3,3,2,0,2,1
46094,2023-11-02,2023020152,Edmonton Oilers,Dallas Stars,7,1,3,3,2,0,1,3,0
46377,2023-11-02,2023020147,Detroit Red Wings,Florida Panthers,2,2,0,2,2,0,0,2,0
46697,2023-11-02,2023020149,Ottawa Senators,Los Angeles Kings,5,1,1,3,2,0,0,3,0
46983,2023-11-02,2023020151,Minnesota Wild,New Jersey Devils,8,2,4,3,1,0,0,3,0
47258,2023-11-02,2023020154,Seattle Kraken,Nashville Predators,6,2,3,2,2,1,1,2,1
47556,2023-11-02,2023020150,Washington Capitals,New York Islanders,3,3,0,3,3,0,0,3,0
47849,2023-11-02,2023020156,San Jose Sharks,Vancouver Canucks,11,9,1,10,1,0,0,10,0
48143,2023-11-02,2023020155,Vegas Golden Knights,Winnipeg Jets,7,3,4,2,2,0,1,3,0
48401,2023-11-03,2023020157,Buffalo Sabres,Philadelphia Flyers,6,4,2,4,1,0,0,4,0
48704,2023-11-03,2023020158,St. Louis Blues,New Jersey Devils,5,3,2,2,2,0,0,3,0
48952,2023-11-04,2023020160,Arizona Coyotes,Winnipeg Jets,8,2,3,3,3,1,1,2,2
49266,2023-11-04,2023020161,Detroit Red Wings,Boston Bruins,9,1,4,3,1,1,1,2,2
49592,2023-11-04,2023020165,Toronto Maple Leafs,Buffalo Sabres,10,2,7,2,2,1,3,2,1
49829,2023-11-04,2023020170,Seattle Kraken,Calgary Flames,9,3,5,3,2,1,1,3,1
50166,2023-11-04,2023020167,New York Islanders,Carolina Hurricanes,7,1,1,4,4,1,0,1,3
50471,2023-11-04,2023020168,Chicago Blackhawks,Florida Panthers,7,3,2,4,1,0,0,4,0
50838,2023-11-04,2023020173,Vegas Golden Knights,Colorado Avalanche,7,7,0,7,7,0,0,7,0
51171,2023-11-04,2023020166,Washington Capitals,Columbus Blue Jackets,3,1,1,2,1,0,0,2,0
51456,2023-11-04,2023020172,Vancouver Canucks,Dallas Stars,2,2,0,2,2,0,0,2,0
51797,2023-11-04,2023020159,Edmonton Oilers,Nashville Predators,7,3,3,3,2,1,0,3,1
52074,2023-11-04,2023020163,Philadelphia Flyers,Los Angeles Kings,5,5,0,5,5,0,0,5,0
52359,2023-11-04,2023020169,Minnesota Wild,New York Rangers,8,0,5,4,1,1,2,1,3
52674,2023-11-04,2023020164,St. Louis Blues,Montreal Canadiens,9,3,5,3,1,0,1,4,0
53008,2023-11-04,2023020162,Ottawa Senators,Tampa Bay Lightning,10,2,6,4,1,1,0,3,1
53313,2023-11-04,2023020171,San Jose Sharks,Pittsburgh Penguins,12,8,4,4,2,0,0,8,0
53574,2023-11-05,2023020175,Anaheim Ducks,Vegas Golden Knights,6,2,1,4,4,1,0,2,2
53904,2023-11-05,2023020174,Chicago Blackhawks,New Jersey Devils,6,2,3,3,1,1,0,2,1
54229,2023-11-06,2023020178,Dallas Stars,Boston Bruins,5,1,3,2,1,0,0,2,0
54561,2023-11-06,2023020176,Florida Panthers,Columbus Blue Jackets,9,1,2,4,2,2,0,3,1
54915,2023-11-06,2023020179,Vancouver Canucks,Edmonton Oilers,8,4,3,3,3,1,0,4,1
55238,2023-11-06,2023020177,Toronto Maple Leafs,Tampa Bay Lightning,11,1,4,4,1,2,1,1,3
55552,2023-11-07,2023020187,Anaheim Ducks,Pittsburgh Penguins,2,2,0,2,2,0,0,2,0
55892,2023-11-07,2023020185,Arizona Coyotes,Seattle Kraken,6,0,3,2,2,3,0,1,1
56182,2023-11-07,2023020180,Carolina Hurricanes,Buffalo Sabres,5,1,4,1,1,0,2,1,0
56507,2023-11-07,2023020186,Calgary Flames,Nashville Predators,6,2,1,4,4,1,0,2,2
56811,2023-11-07,2023020188,Colorado Avalanche,New Jersey Devils,9,3,5,3,3,1,2,3,1
57095,2023-11-07,2023020183,New York Rangers,Detroit Red Wings,8,2,1,5,3,0,0,5,0
57418,2023-11-07,2023020182,New York Islanders,Minnesota Wild,6,2,2,3,3,2,0,2,1
57727,2023-11-07,2023020181,Montreal Canadiens,Tampa Bay Lightning,8,2,3,4,1,0,0,4,0
58014,2023-11-07,2023020189,San Jose Sharks,Philadelphia Flyers,3,1,1,2,1,0,0,2,0
58279,2023-11-07,2023020184,St. Louis Blues,Winnipeg Jets,7,3,4,2,1,0,0,3,0
58583,2023-11-08,2023020191,Washington Capitals,Florida Panthers,7,1,3,2,2,3,0,1,1
58903,2023-11-08,2023020192,Vegas Golden Knights,Los Angeles Kings,5,3,2,3,1,0,0,3,0
59233,2023-11-08,2023020190,Toronto Maple Leafs,Ottawa Senators,9,3,5,3,3,1,2,3,1
59542,2023-11-09,2023020199,St. Louis Blues,Arizona Coyotes,3,1,2,1,1,0,1,1,0
59835,2023-11-09,2023020193,Boston Bruins,New York Islanders,7,3,4,3,3,0,2,3,0
60147,2023-11-09,2023020198,Tampa Bay Lightning,Chicago Blackhawks,8,2,4,4,1,1,1,3,1
60438,2023-11-09,2023020201,Colorado Avalanche,Seattle Kraken,7,1,4,2,1,0,1,2,0
60722,2023-11-09,2023020194,Columbus Blue Jackets,Dallas Stars,7,3,1,5,5,1,0,3,2
61023,2023-11-09,2023020195,Detroit Red Wings,Montreal Canadiens,5,1,4,1,1,0,2,1,0
61342,2023-11-09,2023020203,San Jose Sharks,Edmonton Oilers,5,1,3,2,1,0,1,2,0
61647,2023-11-09,2023020202,Los Angeles Kings,Pittsburgh Penguins,7,1,4,2,1,2,1,1,1
61904,2023-11-09,2023020196,New York Rangers,Minnesota Wild,5,3,2,3,3,0,1,3,0
62183,2023-11-09,2023020200,Winnipeg Jets,Nashville Predators,9,3,6,3,1,0,1,3,0
62467,2023-11-09,2023020197,Ottawa Senators,Vancouver Canucks,7,3,2,3,3,0,1,3,0
62783,2023-11-10,2023020208,Anaheim Ducks,Philadelphia Flyers,9,3,6,3,1,0,0,3,0
63093,2023-11-10,2023020204,Buffalo Sabres,Minnesota Wild,5,1,3,2,1,0,1,2,0
63442,2023-11-10,2023020207,Toronto Maple Leafs,Calgary Flames,8,0,4,4,2,2,1,3,1
63781,2023-11-10,2023020205,Florida Panthers,Carolina Hurricanes,7,3,3,3,2,1,0,3,1
64068,2023-11-10,2023020206,New Jersey Devils,Washington Capitals,6,2,2,3,1,0,0,3,0
64358,2023-11-10,2023020209,Vegas Golden Knights,San Jose Sharks,5,5,0,5,5,0,0,5,0
64653,2023-11-11,2023020218,Nashville Predators,Arizona Coyotes,12,2,5,3,2,1,2,2,2
64957,2023-11-11,2023020212,Montreal Canadiens,Boston Bruins,5,1,3,2,1,1,1,1,1
65234,2023-11-11,2023020217,Pittsburgh Penguins,Buffalo Sabres,4,4,0,4,4,0,0,4,0
65560,2023-11-11,2023020213,Ottawa Senators,Calgary Flames,5,3,2,2,2,0,0,3,0
65839,2023-11-11,2023020214,Tampa Bay Lightning,Carolina Hurricanes,4,4,0,4,4,0,0,4,0
66175,2023-11-11,2023020219,Colorado Avalanche,St. Louis Blues,10,6,3,4,1,0,0,7,0
66450,2023-11-11,2023020210,Detroit Red Wings,Columbus Blue Jackets,9,1,3,3,1,2,0,2,1
66746,2023-11-11,2023020211,Winnipeg Jets,Dallas Stars,5,1,3,2,1,0,0,2,0
67014,2023-11-11,2023020220,Seattle Kraken,Edmonton Oilers,5,3,1,4,1,0,0,4,0
67306,2023-11-11,2023020221,Los Angeles Kings,Philadelphia Flyers,6,2,3,3,1,0,0,3,0
67628,2023-11-11,2023020216,New York Islanders,Washington Capitals,5,3,2,3,3,0,1,3,0
67929,2023-11-11,2023020215,Toronto Maple Leafs,Vancouver Canucks,7,3,3,4,4,1,1,3,1
68227,2023-11-12,2023020226,Anaheim Ducks,San Jose Sharks,5,3,2,3,3,0,1,3,0
68527,2023-11-12,2023020222,Florida Panthers,Chicago Blackhawks,7,1,6,1,1,0,3,1,0
68877,2023-11-12,2023020225,New York Rangers,Columbus Blue Jackets,6,0,3,2,2,3,0,1,1
69171,2023-11-12,2023020223,Minnesota Wild,Dallas Stars,11,5,6,3,3,0,0,5,0
69456,2023-11-12,2023020224,Montreal Canadiens,Vancouver Canucks,7,3,4,3,1,0,0,3,0
69754,2023-11-13,2023020228,Seattle Kraken,Colorado Avalanche,6,4,1,5,5,1,0,4,1
70126,2023-11-13,2023020227,Edmonton Oilers,New York Islanders,5,3,1,4,4,1,0,3,1
70416,2023-11-14,2023020234,Nashville Predators,Anaheim Ducks,5,1,1,3,3,1,0,1,2
70704,2023-11-14,2023020233,Dallas Stars,Arizona Coyotes,7,1,3,2,2,3,0,1,1
70986,2023-11-14,2023020229,Buffalo Sabres,Boston Bruins,7,3,1,5,2,0,0,5,0
71310,2023-11-14,2023020231,Montreal Canadiens,Calgary Flames,3,1,2,1,1,0,1,1,0
71585,2023-11-14,2023020230,Columbus Blue Jackets,Pittsburgh Penguins,8,2,4,2,2,2,1,2,1
71842,2023-11-14,2023020237,San Jose Sharks,Florida Panthers,8,2,4,3,3,2,1,2,1
72140,2023-11-14,2023020236,Winnipeg Jets,New Jersey Devils,9,3,4,3,1,0,1,3,0
72441,2023-11-14,2023020235,St. Louis Blues,Tampa Bay Lightning,5,5,0,5,5,0,0,5,0
72745,2023-11-14,2023020232,Washington Capitals,Vegas Golden Knights,3,3,0,3,3,0,0,3,0
73018,2023-11-15,2023020240,Colorado Avalanche,Anaheim Ducks,10,6,4,3,3,0,0,6,0
73308,2023-11-15,2023020238,Carolina Hurricanes,Philadelphia Flyers,4,2,1,3,1,0,0,3,0
73674,2023-11-15,2023020239,Edmonton Oilers,Seattle Kraken,7,1,2,3,3,2,0,1,2
74027,2023-11-15,2023020241,Vancouver Canucks,New York Islanders,7,1,3,3,3,1,0,1,2
74322,2023-11-16,2023020243,Columbus Blue Jackets,Arizona Coyotes,5,1,2,3,1,1,0,2,1
74658,2023-11-16,2023020247,Calgary Flames,Vancouver Canucks,7,3,3,4,1,1,0,3,1
74967,2023-11-16,2023020246,Chicago Blackhawks,Tampa Bay Lightning,6,2,3,2,2,1,1,2,1
75285,2023-11-16,2023020242,Ottawa Senators,Detroit Red Wings,9,1,2,4,1,0,1,4,0
75605,2023-11-16,2023020249,Los Angeles Kings,Florida Panthers,3,1,1,2,1,0,0,2,0
75965,2023-11-16,2023020244,Montreal Canadiens,Vegas Golden Knights,11,1,6,3,1,1,1,2,2
76232,2023-11-16,2023020245,Pittsburgh Penguins,New Jersey Devils,7,3,3,4,4,1,1,3,1
76550,2023-11-16,2023020248,Seattle Kraken,New York Islanders,6,0,7,2,1,3,2,1,1
76850,2023-11-16,2023020250,San Jose Sharks,St. Louis Blues,6,4,1,5,1,0,0,5,0
77182,2023-11-17,2023020253,Anaheim Ducks,Florida Panthers,3,1,1,2,1,0,0,2,0
77459,2023-11-17,2023020252,Winnipeg Jets,Buffalo Sabres,5,1,3,2,1,0,0,2,0
77760,2023-11-17,2023020251,Detroit Red Wings,Toronto Maple Leafs,5,1,1,3,3,1,0,1,2
78042,2023-11-18,2023020262,Winnipeg Jets,Arizona Coyotes,7,3,3,3,3,1,1,3,1
